rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
65,Providence,Providence,11.4488803679423,-0.98855894813352,10.4603214198087,20.9480186949161,-40.5461894493578,33,187,72.04136615,26,76,117,57,0.461538461538462,0.384615384615385,0.0769230769230769,12,10,11,15,#FFC680,#F4F8FB,#FFE3C0,#FFAFA6,#AEC5C1,Providence plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Providence plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
66,Tulsa,Tulsa,9.62667061676184,0.80304928644585,10.4297199032077,-0.79930918212556,-58.5732424186829,45,150,69.46098855,146,69,61,85,0.916666666666667,0.208333333333333,0.708333333333333,22,5,18,6,#FFCF94,#FFFAF5,#FFE3C1,#FBFDDF,#91B7C4,Tulsa performs at a similar level against both good and bad teams.,Tulsa plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
67,George Washington,George Washington,8.40873758929705,1.78213235108997,10.190869940387,15.0857080844137,26.0537655931957,54,129,70.4409388,82,64,71,60,0.730769230769231,0.307692307692308,0.423076923076923,19,8,14,12,#FFD5A1,#FFF5E8,#FFE4C2,#FFC6B6,#F4C8A0,George Washington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Washington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
68,Creighton,Creighton 📉,7.70928842483732,2.43464850038529,10.1439369252226,-71.9982974786316,28.3582150057909,57,111,68.0846319,230,65,269,53,0.576923076923077,0.576923076923077,0,15,15,13,13,#FFD9A9,#FFF1E0,#FFE4C2,#0A49A0,#F4C69D,Creighton plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Creighton plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
69,Mississippi State,Mississippi State,4.33057548275824,5.61234311528114,9.94291859803939,-36.4688578462781,-38.2856646682141,91,57,70.42238885,84,66,348,50,0.32,0.48,-0.16,8,12,12,13,#FFE9CF,#FFE0B9,#FFE4C4,#77A5C6,#B1C7C1,Mississippi State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Mississippi State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
70,Stephen F. Austin,Stephen F. Austin 👠,4.27642836446575,5.62272329513436,9.89915165960011,55.2852492971759,-19.2303470344799,92,56,67.2635609,272,67,271,110,0.52,0.12,0.4,13,3,22,3,#FFEACF,#FFE0B9,#FFE5C4,#C53357,#D0D7BE,Stephen F. Austin plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stephen F. Austin performs at a similar level regardless of the pace of the game.
71,Miami (OH),Miami (OH) 🔒👠,7.73436691270684,2.16408534431635,9.89845225702319,36.7937059793874,4.60476624904914,56,123,71.2798077,43,68,278,88,0.695652173913043,0.217391304347826,0.478260869565217,16,5,23,0,#FFD9A9,#FFF3E4,#FFE5C4,#EC747F,#EFE1B7,Miami (OH) plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Miami (OH) performs at a similar level regardless of the pace of the game.
72,Syracuse,Syracuse 📉,5.95444527978609,3.71804505895463,9.67249033874072,-71.1082014915881,-4.00829290295504,71,88,69.32916135,153,70,90,56,0.592592592592593,0.37037037037037,0.222222222222222,16,10,15,12,#FFE1BD,#FFEAD0,#FFE5C5,#0D4BA1,#E8E3BC,Syracuse plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Syracuse performs at a similar level regardless of the pace of the game.
73,Northwestern,Northwestern 📉,6.00427905484927,3.53940868980297,9.54368774465224,-84.7241402273964,51.0145551770013,68,92,66.8923979,295,71,74,70,0.576923076923077,0.461538461538462,0.115384615384615,15,12,10,16,#FFE1BC,#FFEBD3,#FFE5C6,#00429D,#F9AC86,Northwestern plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Northwestern plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
74,Georgetown,Georgetown,5.70389830955487,3.730617692525,9.43451600207987,46.1521988794201,-31.3098327360335,76,87,67.920335,239,72,324,58,0.56,0.36,0.2,14,9,13,12,#FFE3BF,#FFEAD0,#FFE6C7,#DF5168,#BCCDC0,Georgetown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgetown plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
75,LSU,LSU 🥶🤕,6.91184437587074,2.42119475385074,9.33303912972148,-35.9560603361812,-14.1706037442122,60,113,68.14318415,224,73,331,61,0.68,0.16,0.52,17,4,14,12,#FFDDB2,#FFF1E0,#FFE6C7,#78A6C7,#D8DBBD,LSU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,LSU performs at a similar level regardless of the pace of the game.
76,Oklahoma State,Oklahoma State,6.69511183449973,2.58949575496648,9.28460758946621,18.4978691798231,27.2327156455175,62,109,73.06566295,9,74,96,67,0.64,0.44,0.2,16,11,16,9,#FFDEB4,#FFF0DE,#FFE6C7,#FFB9AC,#F4C79F,Oklahoma State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oklahoma State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
77,Minnesota,Minnesota,3.5069121166973,5.74986107557503,9.25677319227233,-7.7916078749741,20.2888604644459,103,54,64.79838115,361,75,138,69,0.730769230769231,0.423076923076923,0.307692307692308,19,11,12,14,#FFEDD8,#FFDFB7,#FFE6C8,#DDECDB,#F3CFA6,Minnesota performs at a similar level against both good and bad teams.,Minnesota performs at a similar level regardless of the pace of the game.
78,California,California,5.24502085767307,3.90464856378559,9.14966942145866,-49.2133385250059,19.6928773278821,79,83,68.93964356,173,77,275,81,0.84,0.6,0.24,21,15,17,8,#FFE5C4,#FFE9CE,#FFE7C8,#5883B9,#F3D0A7,California plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,California performs at a similar level regardless of the pace of the game.
79,Ole Miss,Ole Miss 🥶,4.65454771589084,4.4260267324242,9.08057444831504,-19.0414412119904,-14.0017220167316,89,76,67.1887533,278,84,309,66,0.32,0.32,0,8,8,11,14,#FFE8CB,#FFE6C7,#FFE7C9,#ACD2D5,#D8DBBD,Ole Miss plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Ole Miss performs at a similar level regardless of the pace of the game.
80,Arizona State,Arizona State 🤕,5.96637477788233,2.8779865681498,8.84436134603213,32.1171363433101,-12.6856548207901,70,104,70.4992524,80,90,139,73,0.576923076923077,0.384615384615385,0.192307692307692,15,10,14,12,#FFE1BC,#FFEFDB,#FFE7CA,#F3868A,#DADCBD,Arizona State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Arizona State performs at a similar level regardless of the pace of the game.
81,Nevada,Nevada,4.79844527733145,3.89930617208492,8.69775144941637,23.9791803594645,-75.373934068471,86,84,67.2315833,276,78,27,103,0.423076923076923,0.230769230769231,0.192307692307692,11,6,17,9,#FFE7C9,#FFE9CE,#FFE8CB,#FEA49D,#76A9C6,Nevada plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Nevada plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
82,Northern Iowa,Northern Iowa 👠,-0.472789563754194,8.96824057481133,8.49545101105714,7.49225367067821,18.1627311259666,180,27,64.5691601,363,79,184,101,0.461538461538462,0.346153846153846,0.115384615384615,12,9,16,10,#FAFCFD,#FFCD8F,#FFE8CC,#FFE2CB,#F2D2A8,Northern Iowa performs at a similar level against both good and bad teams.,Northern Iowa performs at a similar level regardless of the pace of the game.
83,Colorado,Colorado,6.72477436599847,1.62337118171069,8.34814554770916,7.49263297773158,35.2187872907737,61,131,69.57788475,139,81,22,89,0.346153846153846,0.461538461538462,-0.115384615384615,9,12,14,12,#FFDEB4,#FFF6EA,#FFE9CD,#FFE2CB,#F6BE96,Colorado performs at a similar level against both good and bad teams.,Colorado plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
84,Kansas State,Kansas State 📉,4.67069089375818,3.54375604615165,8.21444693990983,-63.1712241669439,62.7720694474822,88,91,72.46725065,18,85,357,71,0.423076923076923,0.576923076923077,-0.153846153846154,11,15,11,15,#FFE8CB,#FFEBD2,#FFE9CE,#285FAA,#FB9E79,Kansas State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Kansas State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
85,Notre Dame,Notre Dame 📉🤕,5.29133992517817,2.84544643710261,8.13678636228078,7.14178966032544,-7.12432155197006,78,105,67.24177015,274,93,213,77,0.5,0.423076923076923,0.0769230769230769,13,11,12,14,#FFE5C4,#FFEFDB,#FFE9CE,#FFE4CC,#E3E1BC,Notre Dame performs at a similar level against both good and bad teams.,Notre Dame performs at a similar level regardless of the pace of the game.
86,Florida State,Florida State 🔥💥,5.10305434424908,3.00243245909567,8.10548680334475,-38.3878433588184,-76.136585577568,81,100,72.1195685,25,82,305,79,0.730769230769231,0.615384615384615,0.115384615384615,19,16,13,13,#FFE6C6,#FFEED9,#FFE9CE,#72A0C4,#75A8C6,Florida State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
87,Utah Valley,Utah Valley 👠,3.36461945510067,4.73482344963548,8.09944290473615,41.8344337431624,-13.5184678545496,108,72,70.31314165,89,83,18,102,0.681818181818182,0.0454545454545455,0.636363636363636,15,1,15,7,#FFEED9,#FFE4C4,#FFE9CE,#E56173,#D9DBBD,Utah Valley plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Utah Valley performs at a similar level regardless of the pace of the game.
88,Dayton,Dayton 📉,1.10470512140456,6.92025597533916,8.02496109674373,-7.35116630454887,-13.1403791842332,148,46,69.539968,140,86,11,75,0.48,0.68,-0.2,12,17,16,9,#FFF9F2,#FFD8A8,#FFE9CF,#DFEDDB,#D9DCBD,Dayton performs at a similar level against both good and bad teams.,Dayton performs at a similar level regardless of the pace of the game.
89,High Point,High Point 👠,7.68250830480308,0.302749411099607,7.98525771590269,-62.2198843672399,-15.7477817397786,58,166,70.54698855,77,87,64,80,1,0.2,0.8,25,5,21,4,#FFD9A9,#FFFDFB,#FFEACF,#2C62AB,#D5DABE,High Point plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,High Point performs at a similar level regardless of the pace of the game.
90,Marquette,Marquette,3.04876324421489,4.79093215581004,7.83969540002493,-0.907461212450662,-40.0802258973472,115,71,70.79789455,66,88,50,74,0.5,0.5,0,13,13,9,17,#FFF0DD,#FFE4C3,#FFEAD0,#FBFCDF,#AEC6C1,Marquette performs at a similar level against both good and bad teams.,Marquette plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
